8,3,32
8,3.1,32.38
8,3.2,32.77
8,3.3,33.15
8,3.4,33.54
8,3.5,33.92
8,3.6,34.3
8,3.7,34.69
8,3.8,35.07
8,3.9,35.46
8,4,35.84
8,4.1,36.22
8,4.2,36.61
8,4.3,36.99
8,4.4,37.38
8,4.5,37.76
8,4.6,38.14
8,4.7,38.53
8,4.8,38.91
8,4.9,39.3
8,5,39.68
8,5.1,40.06
8,5.2,40.45
8,5.3,40.38
8,5.4,41.22
8.1,3,32.26
8.1,3.1,32.64
8.1,3.2,33.02
8.1,3.3,33.41
8.1,3.4,33.79
8.1,3.5,34.18
8.1,3.6,34.56
8.1,3.7,34.94
8.1,3.8,35.33
8.1,3.9,35.71
8.1,4,33.1
8.1,4.1,36.48
8.1,4.2,36.86
8.1,4.3,37.25
8.1,4.4,37.63
8.1,4.5,38.02
8.1,4.6,38.4
8.1,4.7,38.78
8.1,4.8,39.17
8.1,4.9,39.55
8.1,5,39.94
8.1,5.1,40.32
8.1,5.2,40.7
8.1,5.3,41.09
8.1,5.4,41.47
8.2,3,32.51
8.2,3.1,32.9
8.2,3.2,33.28
8.2,3.3,33.66
8.2,3.4,34.05
8.2,3.5,34.43
8.2,3.6,34.82
8.2,3.7,35.2
8.2,3.8,35.58
8.2,3.9,35.97
8.2,4,36.35
8.2,4.1,36.74
8.2,4.2,37.12
8.2,4.3,37.5
8.2,4.4,37.89
8.2,4.5,38.27
8.2,4.6,38.66
8.2,4.7,39.04
8.2,4.8,39.42
8.2,4.9,39.81
8.2,5,40.19
8.2,5.1,40.58
8.2,5.2,40.96
8.2,5.3,41.34
8.2,5.4,41.73
8.3,3,32.77
8.3,3.1,33.15
8.3,3.2,33.54
8.3,3.3,33.92
8.3,3.4,34.3
8.3,3.5,34.69
8.3,3.6,35.07
8.3,3.7,35.46
8.3,3.8,35.84
8.3,3.9,36.22
8.3,4,36.61
8.3,4.1,36.99
8.3,4.2,37.38
8.3,4.3,37.76
8.3,4.4,38.14
8.3,4.5,38.53
8.3,4.6,38.91
8.3,4.7,39.3
8.3,4.8,39.68
8.3,4.9,40.06
8.3,5,40.45
8.3,5.1,40.83
8.3,5.2,41.22
8.3,5.3,41.6
8.3,5.4,41.98
8.4,3,33.02
8.4,3.1,33.41
8.4,3.2,33.79
8.4,3.3,34.18
8.4,3.4,34.56
8.4,3.5,34.94
8.4,3.6,35.33
8.4,3.7,35.71
8.4,3.8,36.1
8.4,3.9,36.48
8.4,4,36.86
8.4,4.1,37.25
8.4,4.2,37.63
8.4,4.3,38.02
8.4,4.4,38.4
8.4,4.5,38.78
8.4,4.6,39.17
8.4,4.7,39.55
8.4,4.8,39.94
8.4,4.9,40.32
8.4,5,40.7
8.4,5.1,41.09
8.4,5.2,41.47
8.4,5.3,41.88
8.4,5.4,42.24
8.4,5.5,42.62
8.4,5.6,43.01
8.4,5.7,43.39
8.4,5.8,43.78
8.4,5.9,44.16
8.4,6,44.23
8.4,6.1,44.97
8.4,6.2,45.71
8.4,6.3,46.44
8.4,6.4,47.18
8.4,6.5,47.92
8.4,6.6,48.66
8.4,6.7,49.39
8.4,6.8,50.13
8.4,6.9,50.87
8.4,7,51.6
8.4,7.1,52.34
8.4,7.2,53.08
8.4,7.3,53.82
8.4,7.4,54.55
8.4,7.5,55.29
8.4,7.6,56.03
8.4,7.7,56.76
8.4,7.8,57.5
8.4,7.9,58.24
8.4,8,58.98
8.4,8.1,59.71
8.4,8.2,60.45
8.4,8.3,61.19
8.4,8.4,61.92
8.4,8.5,62.66
8.4,8.6,63.4
8.4,8.7,64.14
8.4,8.8,64.87
8.4,8.9,65.61
8.4,9,66.35
8.4,9.1,67.09
8.4,9.2,67.82
8.4,9.3,68.56
8.4,9.4,69.3
8.4,9.5,70.03
8.4,9.6,70.77
8.4,9.7,71.51
8.4,9.8,72.25
8.4,9.9,72.98
8.4,10,73.72
8.5,3,33.28
8.5,3.1,33.66
8.5,3.2,34.05
8.5,3.3,34.43
8.5,3.4,34.82
8.5,3.5,35.2
8.5,3.6,35.58
8.5,3.7,35.97
8.5,3.8,36.35
8.5,3.9,36.74
8.5,4,37.12
8.5,4.1,37.5
8.5,4.2,37.89
8.5,4.3,38.27
8.5,4.4,38.66
8.5,4.5,39.04
8.5,4.6,39.42
8.5,4.7,39.81
8.5,4.8,40.19
8.5,4.9,40.58
8.5,5,40.96
8.5,5.1,41.34
8.5,5.2,41.73
8.5,5.3,42.11
8.5,5.4,42.5
8.5,5.5,42.88
8.5,5.6,43.26
8.5,5.7,43.65
8.5,5.8,44.03
8.5,5.9,44.42
8.5,6,44.46
8.5,6.1,45.2
8.5,6.2,45.94
8.5,6.3,46.68
8.5,6.4,47.42
8.5,6.5,48.17
8.5,6.6,48.91
8.5,6.7,49.65
8.5,6.8,50.39
8.5,6.9,51.13
8.5,7,51.87
8.5,7.1,52.61
8.5,7.2,53.35
8.5,7.3,54.09
8.5,7.4,54.83
8.5,7.5,55.58
8.5,7.6,56.32
8.5,7.7,57.06
8.5,7.8,57.8
8.5,7.9,58.54
8.5,8,59.28
8.5,8.1,60.02
8.5,8.2,60.76
8.5,8.3,61.5
8.5,8.4,62.24
8.5,8.5,62.99
8.5,8.6,63.73
8.5,8.7,64.47
8.5,8.8,65.21
8.5,8.9,65.95
8.5,9,66.69
8.5,9.1,67.43
8.5,9.2,68.17
8.5,9.3,68.91
8.5,9.4,69.65
8.5,9.5,70.4
8.5,9.6,71.14
8.5,9.7,71.88
8.5,9.8,72.62
8.5,9.9,73.36
8.5,10,74.1
8.6,5.5,43.14
8.6,5.6,43.52
8.6,5.7,43.9
8.6,5.8,44.29
8.6,5.9,44.67
8.6,6,44.69
8.6,6.1,45.43
8.6,6.2,46.18
8.6,6.3,46.92
8.6,6.4,47.67
8.6,6.5,48.41
8.6,6.6,49.16
8.6,6.7,49.9
8.6,6.8,50.65
8.6,6.9,52.39
8.6,7,52.14
8.6,7.1,52.88
8.6,7.2,53.63
8.6,7.3,54.37
8.6,7.4,55.12
8.6,7.5,55.86
8.6,7.6,56.6
8.6,7.7,57.35
8.6,7.8,58.09
8.6,7.9,58.84
8.6,8,59.58
8.6,8.1,60.33
8.6,8.2,61.07
8.6,8.3,61.82
8.6,8.4,62.56
8.6,8.5,63.31
8.6,8.6,34.05
8.6,8.7,64.8
8.6,8.8,65.54
8.6,8.9,66.29
8.6,9,67.03
8.6,9.1,67.78
8.6,9.2,68.52
8.6,9.3,69.27
8.6,9.4,70.01
8.6,9.5,70.76
8.6,9.6,71.5
8.6,9.7,72.25
8.6,9.8,72.99
8.6,9.9,73.74
8.6,10,74.48
8.7,5.5,43.39
8.7,5.6,43.78
8.7,5.7,44.16
8.7,5.8,4.54
8.7,5.9,44.93
8.7,6,44.92
8.7,6.1,45.66
8.7,6.2,46.41
8.7,6.3,47.16
8.7,6.4,47.91
8.7,6.5,48.66
8.7,6.6,49.41
8.7,6.7,50.16
8.7,6.8,50.9
8.7,6.9,51.65
8.7,7,52.4
8.7,7.1,53.15
8.7,7.2,53.9
8.7,7.3,54.65
8.7,7.4,55.4
8.7,7.5,56.15
8.7,7.6,56.89
8.7,7.7,57.64
8.7,7.8,58.39
8.7,7.9,59.14
8.7,8,59.89
8.7,8.1,60.64
8.7,8.2,61.39
8.7,8.3,62.13
8.7,8.4,62.88
8.7,8.5,63.63
8.7,8.6,64.38
8.7,8.7,65.13
8.7,8.8,65.88
8.7,8.9,66.63
8.7,9,67.37
8.7,9.1,68.12
8.7,9.2,68.87
8.7,9.3,69.62
8.7,9.4,70.37
8.7,9.5,71.2
8.7,9.6,71.87
8.7,9.7,72.61
8.7,9.8,73.36
8.7,9.9,74.11
8.7,10,74.86
8.8,5.5,43.65
8.8,5.6,44.03
8.8,5.7,44.42
8.8,5.8,44.8
8.8,5.9,45.18
8.8,6,45.14
8.8,6.1,45.9
8.8,6.2,46.65
8.8,6.3,47.4
8.8,6.4,48.15
8.8,6.5,48.91
8.8,6.6,49.66
8.8,6.7,50.41
8.8,6.8,51.16
8.8,6.9,51.92
8.8,7,52.67
8.8,7.1,53.42
8.8,7.2,54.17
8.8,7.3,54.93
8.8,7.4,55.68
8.8,7.5,56.43
8.8,7.6,57.18
8.8,7.7,57.93
8.8,7.8,58.69
8.8,7.9,59.44
8.8,8,60.19
8.8,8.1,60.94
8.8,8.2,61.7
8.8,8.3,62.45
8.8,8.4,63.2
8.8,8.5,63.95
8.8,8.6,64.71
8.8,8.7,65.46
8.8,8.8,66.21
8.8,8.9,66.96
8.8,9,67.72
8.8,9.1,68.47
8.8,9.2,69.22
8.8,9.3,69.97
8.8,9.4,70.73
8.8,9.5,71.48
8.8,9.6,72.23
8.8,9.7,72.98
8.8,9.8,73.74
8.8,9.9,74.49
8.8,10,75.24
8.9,6,45.37
8.9,6.1,46.13
8.9,6.2,46.88
8.9,6.3,47.64
8.9,6.4,48.4
8.9,6.5,49.15
8.9,6.6,49.91
8.9,6.7,50.67
8.9,6.8,51.42
8.9,6.9,52.18
8.9,7,52.93
8.9,7.1,53.69
8.9,7.2,54.45
8.9,7.3,55.2
8.9,7.4,55.96
8.9,7.5,56.72
8.9,7.6,57.47
8.9,7.7,58.23
8.9,7.8,58.98
8.9,7.9,59.74
8.9,8,60.5
8.9,8.1,61.2
8.9,8.2,62.7
8.9,8.3,63.5
8.9,8.4,64.2
8.9,8.5,65.7
8.9,8.6,65
8.9,8.7,65.7
8.9,8.8,66
8.9,8.9,67
8.9,9,68
8.9,9.1,68
8.9,9.2,69
8.9,9.3,70
8.9,9.4,71
8.9,9.5,71
8.9,9.6,72
8.9,9.7,73
8.9,9.8,74
8.9,9.9,74
8.9,10,75
9,6,45.6
9,6.1,46.36
9,6.2,47.12
9,6.3,47.88
9,6.4,48.64
9,6.5,49.4
9,6.6,50.16
9,6.7,50.92
9,6.8,51.68
9,6.9,52.44
9,7,53.2
9,7.1,53.96
9,7.2,54.72
9,7.3,55.48
9,7.4,56.24
9,7.5,57
9,7.6,57.76
9,7.7,58.52
9,7.8,59.28
9,7.9,60.04
